184000	0,384732
184000	0,387724
184000	0,388935
184000	0,388312
184000	0,387647
184000	0,387708
184000	0,389539
184000	0,38723
184000	0,384162
184000	0,384817
184000	0,384856
184000	0,385534
184000	0,385808
184000	0,390063
184000	0,387895
184000	0,386873
184000	0,390179
184000	0,388733
184000	0,383735
184061,21875	0,391471
184061,21875	0,392046
184061,21875	0,390175
184061,21875	0,388573
184061,21875	0,388505
184061,21875	0,388596
184061,21875	0,389393
184061,21875	0,389736
184061,21875	0,388076
184061,21875	0,388454
184061,21875	0,39394
184061,21875	0,387303
184061,21875	0,389507
184061,21875	0,391234
184061,21875	0,391311
184061,21875	0,387636
184061,21875	0,394693
184061,21875	0,389461
184061,21875	0,389881
184122,453125	0,39426
184122,453125	0,397629
184122,453125	0,394698
184122,453125	0,390674
184122,453125	0,39328
184122,453125	0,391799
184122,453125	0,391692
184122,453125	0,392271
184122,453125	0,393776
184122,453125	0,393629
184122,453125	0,388538
184122,453125	0,389767
184122,453125	0,389759
184122,453125	0,39385
184122,453125	0,392321
184122,453125	0,387213
184122,453125	0,390649
184122,453125	0,394932
184183,671875	0,392429
184183,671875	0,393828
184183,671875	0,394647
184183,671875	0,391569
184183,671875	0,393044
184183,671875	0,392214
184183,671875	0,394387
184183,671875	0,398446
184183,671875	0,396479
184183,671875	0,393071
184183,671875	0,394119
184183,671875	0,391777
184183,671875	0,393627
184183,671875	0,392546
184183,671875	0,396268
184183,671875	0,398491
184183,671875	0,388645
184183,671875	0,392773
184183,671875	0,390983
184244,890625	0,393056
184244,890625	0,395059
184244,890625	0,400448
184244,890625	0,394886
184244,890625	0,388432
184244,890625	0,390501
184244,890625	0,393549
184244,890625	0,391164
184244,890625	0,391595
184244,890625	0,396063
184244,890625	0,391781
184244,890625	0,39333
184244,890625	0,394705
184244,890625	0,391425
184244,890625	0,394768
184244,890625	0,391021
184244,890625	0,392235
184244,890625	0,393862
184244,890625	0,394043
184306,125	0,396037
184306,125	0,392892
184306,125	0,391686
184306,125	0,392506
184306,125	0,394895
184306,125	0,392988
184306,125	0,392418
184306,125	0,392285
184306,125	0,39304
184306,125	0,392895
184306,125	0,396309
184306,125	0,394518
184306,125	0,392807
184306,125	0,393623
184306,125	0,394731
184306,125	0,393086
184306,125	0,39114
184306,125	0,393547
184306,125	0,39321
184306,125	0,392324
184367,34375	0,398244
184367,34375	0,392702
184367,34375	0,395245
184367,34375	0,393365
184367,34375	0,396969
184367,34375	0,394601
184367,34375	0,395161
184367,34375	0,397986
184367,34375	0,397504
184367,34375	0,39577
184367,34375	0,3951
184367,34375	0,396123
184367,34375	0,394718
184367,34375	0,393454
184367,34375	0,391713
184367,34375	0,390704
184367,34375	0,394152
184367,34375	0,394385
184367,34375	0,397585
184428,578125	0,394438
184428,578125	0,398016
184428,578125	0,400713
184428,578125	0,399763
184428,578125	0,399724
184428,578125	0,396027
184428,578125	0,395918
184428,578125	0,400369
184428,578125	0,398627
184428,578125	0,401053
184428,578125	0,398402
184428,578125	0,398021
184428,578125	0,3971
184428,578125	0,397519
184428,578125	0,394912
184428,578125	0,396955
184428,578125	0,396064
184428,578125	0,396837
184428,578125	0,395599
184428,578125	0,396667
184428,578125	0,397151
184489,796875	0,397683
184489,796875	0,399763
184489,796875	0,400705
184489,796875	0,39806
184489,796875	0,39885
184489,796875	0,400002
184489,796875	0,397697
184489,796875	0,400479
184489,796875	0,396757
184489,796875	0,39814
184489,796875	0,398936
184489,796875	0,398489
184489,796875	0,396102
184489,796875	0,398186
184489,796875	0,401454
184489,796875	0,391647
184489,796875	0,400848
184489,796875	0,397998
184551,015625	0,398802
184551,015625	0,397791
184551,015625	0,397738
184551,015625	0,400186
184551,015625	0,402381
184551,015625	0,40231
184551,015625	0,408166
184551,015625	0,40039
184551,015625	0,405025
184551,015625	0,399726
184551,015625	0,399198
184551,015625	0,399174
184551,015625	0,396863
184551,015625	0,400167
184551,015625	0,400211
184551,015625	0,400213
184551,015625	0,395817
184551,015625	0,397038
184551,015625	0,404619
184612,25	0,400793
184612,25	0,40356
184612,25	0,403566
184612,25	0,397694
184612,25	0,40177
184612,25	0,40042
184612,25	0,402825
184612,25	0,404805
184612,25	0,402697
184612,25	0,401829
184612,25	0,399062
184612,25	0,400208
184612,25	0,400075
184612,25	0,402525
184612,25	0,399507
184612,25	0,400017
184612,25	0,401408
184612,25	0,399491
184612,25	0,399014
184612,25	0,401428
184673,46875	0,402772
184673,46875	0,402889
184673,46875	0,402445
184673,46875	0,405129
184673,46875	0,410063
184673,46875	0,404636
184673,46875	0,409353
184673,46875	0,403866
184673,46875	0,401862
184673,46875	0,402111
184673,46875	0,40167
184673,46875	0,39936
184673,46875	0,404285
184673,46875	0,401775
184673,46875	0,406684
184673,46875	0,404244
184673,46875	0,403477
184673,46875	0,400379
184673,46875	0,404637
184734,6875	0,405546
184734,6875	0,40419
184734,6875	0,406043
184734,6875	0,401493
184734,6875	0,403889
184734,6875	0,40511
184734,6875	0,405989
184734,6875	0,402279
184734,6875	0,404172
184734,6875	0,407436
184734,6875	0,406801
184734,6875	0,406656
184734,6875	0,403306
184734,6875	0,405787
184734,6875	0,405686
184734,6875	0,404926
184734,6875	0,402737
184734,6875	0,405057
184795,921875	0,406203
184795,921875	0,407037
184795,921875	0,409031
184795,921875	0,407892
184795,921875	0,404645
184795,921875	0,406424
184795,921875	0,407594
184795,921875	0,409096
184795,921875	0,406192
184795,921875	0,406827
184795,921875	0,409328
184795,921875	0,413006
184795,921875	0,406069
184795,921875	0,409064
184795,921875	0,409797
184795,921875	0,407475
184795,921875	0,408224
184795,921875	0,407431
184857,140625	0,406303
184857,140625	0,405477
184857,140625	0,408871
184857,140625	0,40714
184857,140625	0,410285
184857,140625	0,406488
184857,140625	0,401686
184857,140625	0,405046
184857,140625	0,40838
184857,140625	0,405041
184857,140625	0,405259
184857,140625	0,404881
184857,140625	0,406304
184857,140625	0,405498
184857,140625	0,40979
184857,140625	0,40583
184857,140625	0,406526
184857,140625	0,404877
184918,375	0,405434
184918,375	0,407285
184918,375	0,404962
184918,375	0,405149
184918,375	0,405082
184918,375	0,40556
184918,375	0,404792
184918,375	0,407073
184918,375	0,405309
184918,375	0,407081
184918,375	0,407658
184918,375	0,405615
184918,375	0,403138
184918,375	0,404819
184918,375	0,407536
184918,375	0,406682
184918,375	0,404511
184918,375	0,408909
184918,375	0,405482
184979,59375	0,412448
184979,59375	0,413138
184979,59375	0,414587
184979,59375	0,411116
184979,59375	0,412207
184979,59375	0,412219
184979,59375	0,411815
184979,59375	0,412868
184979,59375	0,413166
184979,59375	0,413485
184979,59375	0,4145
184979,59375	0,414242
184979,59375	0,412386
184979,59375	0,41279
184979,59375	0,411949
184979,59375	0,411892
184979,59375	0,413302
184979,59375	0,411335
185040,8125	0,411295
185040,8125	0,409344
185040,8125	0,408924
185040,8125	0,408801
185040,8125	0,409996
185040,8125	0,415595
185040,8125	0,418126
185040,8125	0,41098
185040,8125	0,415591
185040,8125	0,411214
185040,8125	0,408333
185040,8125	0,409929
185040,8125	0,40199
185040,8125	0,401283
185040,8125	0,409428
185040,8125	0,409079
185040,8125	0,415286
185040,8125	0,424654
185040,8125	0,40795
185102,046875	0,411166
185102,046875	0,414379
185102,046875	0,412471
185102,046875	0,415208
185102,046875	0,41174
185102,046875	0,412911
185102,046875	0,411376
185102,046875	0,410888
185102,046875	0,412623
185102,046875	0,408686
185102,046875	0,407957
185102,046875	0,411188
185102,046875	0,412751
185102,046875	0,412341
185102,046875	0,412039
185102,046875	0,411586
185102,046875	0,418052
185102,046875	0,409766
185102,046875	0,415923
185102,046875	0,408683
185102,046875	0,407904
185163,265625	0,41232
185163,265625	0,415794
185163,265625	0,409455
185163,265625	0,411515
185163,265625	0,412374
185163,265625	0,410078
185163,265625	0,412964
185163,265625	0,415481
185163,265625	0,410644
185163,265625	0,411171
185163,265625	0,41237
185163,265625	0,412456
185163,265625	0,41179
185163,265625	0,410496
185163,265625	0,414116
